# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	257261	258550	-	MKHGBK_01630	ltrA	group II intron reverse transcriptase/maturase	EC:2.7.7.49, KEGG:K00986, SO:0001217, UniRef:UniRef50_A0A6F8U3F7, UniRef:UniRef90_A0A2S3WYY9
contig_1	cds	259162	259851	-	MKHGBK_01635		HTH cro/C1-type domain-containing protein	RefSeq:WP_223817440.1, SO:0001217, UniParc:UPI000A69454C, UniRef:UniRef100_A0A3G1HJQ2, UniRef:UniRef50_A0A1L7NPR6, UniRef:UniRef90_A0A1L7NPR6
contig_1	cds	260138	261130	+	MKHGBK_01640		Single-stranded DNA-binding protein	RefSeq:WP_023662224.1, SO:0001217, UniParc:UPI0003CCD545, UniRef:UniRef100_A0A3G1DGQ7, UniRef:UniRef50_A0A3M4JVN0, UniRef:UniRef90_A0A3M4JVN0
contig_1	cds	261268	263802	+	MKHGBK_01645	topB	DNA topoisomerase	EC:5.6.2.1, KEGG:K03169, SO:0001217, UniRef:UniRef50_A0A5E7QGX7, UniRef:UniRef90_A0A2S3WKC3
contig_1	cds	263799	266330	+	MKHGBK_01650		HD Cas3-type domain-containing protein	SO:0001217, UniRef:UniRef50_R9VG34, UniRef:UniRef90_R9VG34
contig_1	cds	266388	266849	-	MKHGBK_01655		NADPH-dependent oxidoreductase	RefSeq:WP_023662221.1, SO:0001217, UniParc:UPI0003CCC814, UniRef:UniRef100_A0A3G1DH37, UniRef:UniRef50_A0A136QAP0, UniRef:UniRef90_A0A1L7NNQ2
contig_1	cds	266962	267987	-	MKHGBK_01660		KfrA-N domain-containing protein	RefSeq:WP_023662220.1, SO:0001217, UniParc:UPI0003CCD646, UniRef:UniRef100_A0A3G1DH39, UniRef:UniRef50_A0A2S3WKC2, UniRef:UniRef90_A0A1L7NNT4
contig_1	cds	268602	269630	+	MKHGBK_01665	tnp	IS30 family ISPsp7 transposase	COG:COG2826, COG:X, IS:ISPsp7, RefSeq:WP_003283602.1, SO:0001217, UniParc:UPI00025495B0, UniRef:UniRef100_A0A345X0E4, UniRef:UniRef50_A0A3M3BIN7, UniRef:UniRef90_A0A023WXE8
contig_1	cds	270183	270746	+	MKHGBK_01670		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6B7Q361, UniRef:UniRef90_A0A1L7NNW1
contig_1	cds	270743	271894	+	MKHGBK_01675		Integrase	SO:0001217, UniRef:UniRef50_N2IGT7, UniRef:UniRef90_A0A3M4JVK7
contig_1	cds	272331	273452	+	MKHGBK_01680		AAA-31 domain-containing protein	RefSeq:WP_004574780.1, SO:0001217, UniParc:UPI0002D1B601, UniRef:UniRef100_A0A3G1DH89, UniRef:UniRef50_A0A3M4JVQ8, UniRef:UniRef90_A0A3M4JVQ8
contig_1	cds	273449	274486	+	MKHGBK_01685	parB	Chromosome partitioning protein ParB	RefSeq:WP_023662218.1, SO:0001217, UniParc:UPI0003CCC22E, UniRef:UniRef100_A0A3G1HJQ1, UniRef:UniRef50_A0A1L7NNR3, UniRef:UniRef90_A0A1L7NNR3
contig_1	cds	276793	277260	+	MKHGBK_01690		DUF669 domain-containing protein	RefSeq:WP_023662217.1, SO:0001217, UniParc:UPI0003CCC4C2, UniRef:UniRef100_A0A3G1DH38, UniRef:UniRef50_A0A3M4JV47, UniRef:UniRef90_A0A1L7NNV6
